30000,00:10:00,0.854619524,0.374870476,-0.33248619,
30001,00:10:00.020000,0.8553915,0.3703395,-0.348111,
30002,00:10:00.040000,0.859943333,0.352296667,-0.393716667,
30003,00:10:00.060000,0.868061429,0.317767143,-0.431361429,
30004,00:10:00.080000,0.86004,0.283938571,-0.400206667,
30005,00:10:00.100000,0.832137143,0.288075714,-0.341189524,
30006,00:10:00.120000,0.81112,0.3284215,-0.324621,
30007,00:10:00.140000,0.81585,0.365931429,-0.343614286,
30008,00:10:00.160000,0.834800476,0.38195619,-0.369954286,
30009,00:10:00.180000,0.853635238,0.382815714,-0.377178095,
30010,00:10:00.200000,0.89014,0.37793,-0.36694,
30011,00:10:00.220000,0.974073333,0.372577619,-0.359501905,
30012,00:10:00.240000,1.1109375,0.383216,-0.354722,
30013,00:10:00.260000,1.204288571,0.382025714,-0.321800952,
30014,00:10:00.280000,1.188685714,0.370954286,-0.272948571,
30015,00:10:00.300000,1.11638381,0.362420952,-0.232966667,
30016,00:10:00.320000,1.028911429,0.349304762,-0.21101619,
30017,00:10:00.340000,0.938295,0.34222,-0.203795,
30018,00:10:00.360000,0.882394286,0.329552857,-0.20253,
30019,00:10:00.380000,0.86556,0.315996667,-0.199136667,
30020,00:10:00.400000,0.872839048,0.313940476,-0.19010619,
30021,00:10:00.420000,0.884277143,0.323104286,-0.179407143,
30022,00:10:00.440000,0.888538,0.3350365,-0.172116,
30023,00:10:00.460000,0.891625238,0.339450952,-0.159815714,
30024,00:10:00.480000,0.892901429,0.346308095,-0.149587143,
30025,00:10:00.500000,0.888808571,0.359722857,-0.148542857,
30026,00:10:00.520000,0.886391429,0.368932381,-0.148493333,
30027,00:10:00.540000,0.8937745,0.3747825,-0.1470805,
30028,00:10:00.560000,0.91561,0.379966667,-0.142823333,
30029,00:10:00.580000,0.943812857,0.383614286,-0.136127143,
30030,00:10:00.600000,0.96637,0.387216667,-0.126708095,
30031,00:10:00.620000,0.974880476,0.386330952,-0.112850952,
30032,00:10:00.640000,0.9785155,0.3861435,-0.1024775,
