default		00:00:23.760	23.76	00:00:29.560	29.56	00:00:05.800	5.8	transfer
default		00:00:38.617	38.617	00:00:41.537	41.537	00:00:02.920	2.92	mixing
default		00:00:55.691	55.691	00:01:11.371	71.371	00:00:15.680	15.68	transfer
default		00:01:26.633	86.633	00:01:51.193	111.193	00:00:24.560	24.56	stirring
default		00:02:50.801	170.801	00:02:54.201	174.201	00:00:03.400	3.4	pipetting
default		00:03:21.080	201.08	00:04:13.040	253.04	00:00:51.960	51.96	cutting
default		00:04:27.120	267.12	00:04:33.200	273.2	00:00:06.080	6.08	mixing
default		00:04:36.240	276.24	00:04:54.680	294.68	00:00:18.440	18.44	transfer
default		00:04:55.440	295.44	00:04:57.240	297.24	00:00:01.800	1.8	stirring
default		00:05:04.560	304.56	00:05:17.040	317.04	00:00:12.480	12.48	stirring
default		00:05:23.600	323.6	00:05:26.880	326.88	00:00:03.280	3.28	stirring
default		00:05:35.680	335.68	00:05:37.360	337.36	00:00:01.680	1.68	pipetting
default		00:05:48.040	348.04	00:05:55.520	355.52	00:00:07.480	7.48	transfer
default		00:06:10.320	370.32	00:06:52.960	412.96	00:00:42.640	42.64	transfer
default		00:06:54.160	414.16	00:07:03.080	423.08	00:00:08.920	8.92	mixing
default		00:07:05.680	425.68	00:07:47.440	467.44	00:00:41.760	41.76	transfer
default		00:07:56.240	476.24	00:08:13.240	493.24	00:00:17.000	17.0	stirring
default		00:08:27.920	507.92	00:08:32.400	512.4	00:00:04.480	4.48	pipetting
default		00:08:41.920	521.92	00:09:24.320	564.32	00:00:42.400	42.4	cutting
default		00:09:32.240	572.24	00:09:37.880	577.88	00:00:05.640	5.64	transfer
default		00:09:42.920	582.92	00:09:52.560	592.56	00:00:09.640	9.64	stirring
