default		00:00:21.850	21.85	00:00:32.500	32.5	00:00:10.650	10.65	pouring
default		00:00:55.850	55.85	00:01:12.750	72.75	00:00:16.900	16.9	pipetting
default		00:01:27.300	87.3	00:01:53.150	113.15	00:00:25.850	25.85	stirring
default		00:03:22.272	202.272	00:03:28.272	208.272	00:00:06.000	6.0	cutting
default		00:03:56.453	236.453	00:04:13.090	253.09	00:00:16.637	16.637	cutting
default		00:04:35.272	275.272	00:04:52.635	292.635	00:00:17.363	17.363	pipetting
default		00:04:54.726	294.726	00:05:00.090	300.09	00:00:05.364	5.364	stirring
default		00:05:05.635	305.635	00:05:17.999	317.999	00:00:12.364	12.364	stirring
default		00:05:25.727	325.727	00:05:29.909	329.909	00:00:04.182	4.182	stirring
default		00:07:06.090	426.09	00:07:47.908	467.908	00:00:41.818	41.818	pipetting
default		00:07:56.817	476.817	00:08:15.453	495.453	00:00:18.636	18.636	stirring
default		00:08:43.999	523.999	00:09:26.544	566.544	00:00:42.545	42.545	cutting
default		00:09:45.272	585.272	00:09:54.363	594.363	00:00:09.091	9.091	mixing
default		00:09:59.090	599.09	00:10:05.818	605.818	00:00:06.728	6.728	pipetting
default		00:10:06.817	606.817	00:10:32.272	632.272	00:00:25.455	25.455	stirring
