default		00:09:59.840	599.84	00:10:05.280	605.28	00:00:05.440	5.44	pipetting
default		00:10:07.320	607.32	00:10:30.200	630.2	00:00:22.880	22.88	stirring
default		00:10:44.160	644.16	00:10:47.880	647.88	00:00:03.720	3.72	pouring
default		00:11:29.443	689.443	00:11:31.243	691.243	00:00:01.800	1.8	pouring
default		00:11:42.148	702.148	00:12:17.788	737.788	00:00:35.640	35.64	pestling
default		00:12:55.679	775.679	00:13:10.279	790.279	00:00:14.600	14.6	transfer
default		00:13:12.539	792.539	00:13:36.659	816.659	00:00:24.120	24.12	pestling
default		00:13:48.563	828.563	00:14:03.163	843.163	00:00:14.600	14.6	pestling
default		00:14:17.884	857.884	00:14:20.524	860.524	00:00:02.640	2.64	pouring
default		00:14:53.695	893.695	00:15:10.535	910.535	00:00:16.840	16.84	pipetting
default		00:16:14.710	974.71	00:16:20.590	980.59	00:00:05.880	5.88	pouring
default		00:16:27.574	987.574	00:16:38.574	998.574	00:00:11.000	11.0	pipetting
default		00:17:46.098	1066.098	00:17:49.938	1069.938	00:00:03.840	3.84	pouring
default		00:17:58.758	1078.758	00:18:54.678	1134.678	00:00:55.920	55.92	pestling
default		00:19:33.528	1173.528	00:19:45.008	1185.008	00:00:11.480	11.48	pouring
default		00:19:52.323	1192.323	00:19:59.963	1199.963	00:00:07.640	7.64	pestling
