default		00:10:07.324	607.324	00:10:29.567	629.567	00:00:22.243	22.243	mixing
default		00:10:44.828	644.828	00:10:47.585	647.585	00:00:02.757	2.757	pouring
default		00:11:29.367	689.367	00:11:32.475	692.475	00:00:03.108	3.108	pouring
default		00:11:42.306	702.306	00:12:17.469	737.469	00:00:35.163	35.163	pestling
default		00:12:53.971	773.971	00:14:07.133	847.133	00:01:13.162	73.162	transfer
default		00:14:19.035	859.035	00:14:20.684	860.684	00:00:01.649	1.649	pouring
default		00:14:53.753	893.753	00:15:10.213	910.213	00:00:16.460	16.46	pipetting
default		00:15:55.759	955.759	00:16:10.273	970.273	00:00:14.514	14.514	pipetting
default		00:16:14.730	974.73	00:16:20.730	980.73	00:00:06.000	6.0	transfer
default		00:16:31.965	991.965	00:16:39.236	999.236	00:00:07.271	7.271	pipetting
default		00:17:46.516	1066.516	00:17:50.462	1070.462	00:00:03.946	3.946	pouring
default		00:17:57.921	1077.921	00:18:52.621	1132.621	00:00:54.700	54.7	pestling
default		00:19:34.945	1174.945	00:19:43.891	1183.891	00:00:08.946	8.946	transfer
default		00:19:52.999	1192.999	00:20:20.242	1220.242	00:00:27.243	27.243	transfer
