default		00:09:54.999	594.999	00:10:05.076	605.076	00:00:10.077	10.077	pipetting
default		00:10:08.460	608.46	00:10:32.076	632.076	00:00:23.616	23.616	mixing
default		00:10:44.461	644.461	00:10:49.845	649.845	00:00:05.384	5.384	pouring
default		00:11:29.922	689.922	00:11:36.691	696.691	00:00:06.769	6.769	pouring
default		00:11:42.845	702.845	00:12:20.153	740.153	00:00:37.308	37.308	stirring
default		00:13:02.275	782.275	00:13:13.428	793.428	00:00:11.153	11.153	transfer
default		00:13:14.774	794.774	00:13:32.620	812.62	00:00:17.846	17.846	pestling
default		00:13:49.307	829.307	00:14:05.691	845.691	00:00:16.384	16.384	pestling
default		00:14:19.691	859.691	00:14:23.461	863.461	00:00:03.770	3.77	pouring
default		00:14:52.344	892.344	00:15:13.037	913.037	00:00:20.693	20.693	pipetting
default		00:15:55.768	955.768	00:16:11.999	971.999	00:00:16.231	16.231	pipetting
default		00:16:15.999	975.999	00:16:22.153	982.153	00:00:06.154	6.154	transfer
default		00:16:27.845	987.845	00:16:40.153	1000.153	00:00:12.308	12.308	pipetting
default		00:17:47.614	1067.614	00:17:52.383	1072.383	00:00:04.769	4.769	pouring
default		00:17:59.076	1079.076	00:18:55.999	1135.999	00:00:56.923	56.923	pestling
default		00:19:34.922	1174.922	00:19:46.691	1186.691	00:00:11.769	11.769	transfer
default		00:19:55.267	1195.267	00:20:01.191	1201.191	00:00:05.924	5.924	pestling
