default		00:10:00.000	600.0	00:10:06.320	606.32	00:00:06.320	6.32	pipetting
default		00:10:06.722	606.722	00:10:30.042	630.042	00:00:23.320	23.32	stirring
default		00:10:43.080	643.08	00:10:49.200	649.2	00:00:06.120	6.12	pouring
default		00:11:28.096	688.096	00:11:33.656	693.656	00:00:05.560	5.56	pouring
default		00:11:41.578	701.578	00:12:17.738	737.738	00:00:36.160	36.16	pestling
default		00:13:06.296	786.296	00:13:11.056	791.056	00:00:04.760	4.76	transfer
default		00:13:12.000	792.0	00:13:37.560	817.56	00:00:25.560	25.56	pestling
default		00:13:47.320	827.32	00:14:06.640	846.64	00:00:19.320	19.32	pestling
default		00:14:16.040	856.04	00:14:24.240	864.24	00:00:08.200	8.2	pouring
default		00:14:49.020	889.02	00:15:10.420	910.42	00:00:21.400	21.4	pipetting
default		00:16:15.172	975.172	00:16:22.012	982.012	00:00:06.840	6.84	pouring
default		00:16:27.280	987.28	00:16:38.480	998.48	00:00:11.200	11.2	pipetting
default		00:17:45.400	1065.4	00:17:53.240	1073.24	00:00:07.840	7.84	pouring
default		00:17:57.560	1077.56	00:18:54.840	1134.84	00:00:57.280	57.28	pestling
default		00:19:30.747	1170.747	00:19:49.867	1189.867	00:00:19.120	19.12	transfer
default		00:19:51.080	1191.08	00:20:00.000	1200.0	00:00:08.920	8.92	pestling
