default		00:10:29.777	629.777	00:11:03.111	663.111	00:00:33.334	33.334	stretching (shoulders)
default		00:11:43.888	703.888	00:12:11.777	731.777	00:00:27.889	27.889	jogging (butt-kicks)
default		00:13:03.498	783.498	00:13:33.276	813.276	00:00:29.778	29.778	jogging (butt-kicks)
default		00:14:21.942	861.942	00:14:52.053	892.053	00:00:30.111	30.111	jogging (butt-kicks)
default		00:15:43.997	943.997	00:16:14.330	974.33	00:00:30.333	30.333	burpees
default		00:16:52.718	1012.718	00:17:25.829	1045.829	00:00:33.111	33.111	burpees
default		00:18:04.828	1084.828	00:18:35.495	1115.495	00:00:30.667	30.667	burpees
default		00:19:20.050	1160.05	00:19:48.050	1188.05	00:00:28.000	28.0	lunges
default		00:20:35.605	1235.605	00:21:05.494	1265.494	00:00:29.889	29.889	lunges
default		00:21:50.549	1310.549	00:22:20.326	1340.326	00:00:29.777	29.777	lunges
