default		00:00:03.571	3.571	00:00:59.238	59.238	00:00:55.667	55.667	jogging (sidesteps)
default		00:01:47.904	107.904	00:02:15.951	135.951	00:00:28.047	28.047	jogging (sidesteps)
default		00:03:03.284	183.284	00:03:53.665	233.665	00:00:50.381	50.381	jogging (sidesteps)
default		00:04:39.047	279.047	00:05:10.475	310.475	00:00:31.428	31.428	bench-dips
default		00:05:18.952	318.952	00:05:23.333	323.333	00:00:04.381	4.381	stretching (shoulders)
default		00:05:47.427	347.427	00:06:19.427	379.427	00:00:32.000	32.0	bench-dips
default		00:06:49.666	409.666	00:06:55.000	415.0	00:00:05.334	5.334	bench-dips
default		00:07:00.094	420.094	00:07:29.951	449.951	00:00:29.857	29.857	bench-dips
default		00:08:08.856	488.856	00:08:39.284	519.284	00:00:30.428	30.428	stretching (shoulders)
default		00:09:18.713	558.713	00:09:49.904	589.904	00:00:31.191	31.191	stretching (shoulders)
